game_id,Home_team,away_team,points_scored,passing_yards,rushing_yards,receiving_yards,touchdowns,receptions,fumbles_lost,expected_points,player_id
4940,LV,SF,43,160,154,73,2,6,2,58,47832
4941,PIT,NYG,23,127,26,10,4,7,2,68,47832
4942,WAS,NYJ,25,440,194,28,1,9,1,11,47832
4943,NE,CLE,29,341,140,175,3,7,0,23,47832
4944,HOU,JAX,49,55,139,136,0,8,0,54,47832
4945,WAS,CIN,24,139,183,196,1,8,2,19,47833
4946,LA,DEN,16,359,160,156,0,2,2,55,47833
4947,PIT,HOU,16,256,153,21,2,1,1,5,47833
4948,HOU,PHI,20,130,2,142,0,0,2,21,47833
4949,CLE,MIN,42,438,4,14,2,4,1,3,47833
4950,CLE,PHI,46,260,15,53,1,7,2,93,47833
4951,TB,PHI,41,270,90,83,0,0,2,69,47833
4952,ATL,TEN,10,14,157,76,0,7,1,70,47833
4953,HOU,DEN,37,458,134,110,4,5,2,3,47834
4954,CHI,LV,33,468,176,88,4,9,1,35,47834
4955,KC,MIN,16,475,0,148,1,3,0,84,47834
4956,IND,DET,14,274,39,91,3,2,0,12,47834
4957,IND,ARI,21,144,79,102,1,0,0,23,47834
4958,HOU,DET,22,467,72,112,1,7,0,79,47834
4959,MIA,SEA,49,146,170,10,1,5,0,63,47834
4960,KC,CAR,29,167,173,106,2,1,0,95,47834
4961,HOU,CHI,16,364,4,44,2,4,1,13,47835
4962,JAX,CHI,30,499,177,46,4,1,1,75,47835
4963,HOU,LV,41,499,133,37,2,7,0,77,47835
4964,JAX,IND,44,448,100,199,0,4,2,9,47835
4965,CHI,LV,22,205,29,5,4,1,2,84,47835
4966,KC,LA,19,180,90,58,0,5,2,86,47835
4967,CLE,TB,18,193,29,136,4,3,2,48,47835
4968,LV,TB,46,362,183,137,4,2,0,54,47835
4969,NO,SF,35,190,187,58,3,1,0,58,47836
4970,MIN,DAL,17,402,145,98,1,9,2,71,47836
4971,PHI,DAL,15,252,131,76,1,8,2,28,47836
4972,PHI,SF,44,392,115,121,4,3,1,30,47836
4973,GB,KC,19,158,180,3,0,4,0,1,47836
4974,CIN,CLE,34,137,0,33,3,2,1,72,47836
4975,DAL,BUF,15,189,22,121,0,9,2,52,47836
4976,PHI,GB,46,5,86,125,0,6,2,5,47836
4977,MIN,DET,12,215,18,94,3,9,1,59,47839
4978,LV,CHI,10,497,17,49,3,5,0,77,47839
4979,BAL,WAS,43,161,134,50,4,4,1,49,47839
4980,LAC,JAX,49,327,128,29,1,6,2,28,47839
4981,GB,WAS,38,63,189,0,2,8,0,9,47839
4982,PHI,CLE,15,306,53,45,2,4,2,19,47839
4983,JAX,MIA,22,249,1,171,1,8,2,74,47839
4984,NE,NO,37,82,127,10,1,7,2,29,47839
4985,KC,DAL,47,314,8,184,0,1,1,98,47841
4986,NE,KC,31,408,45,187,2,2,0,19,47841
4987,WAS,SF,20,52,59,99,1,3,0,96,47841
4988,IND,SF,11,383,150,70,3,7,1,63,47841
4989,LA,LAC,47,266,152,28,1,1,2,81,47841
4990,DET,CAR,33,361,193,46,2,6,0,65,47841
4991,ARI,WAS,24,461,21,61,4,1,0,22,47841
4992,LAC,DET,30,141,127,141,0,2,2,73,47841
4993,JAX,DET,40,213,37,59,4,1,0,33,47842
4994,CIN,NO,46,92,23,126,1,7,1,68,47842
4995,SF,JAX,18,293,97,15,4,6,2,82,47842
4996,BUF,GB,28,30,116,25,0,4,2,65,47842
4997,GB,KC,23,232,148,67,2,9,2,14,47842
4998,GB,TB,30,167,112,167,2,3,0,36,47842
4999,LV,CIN,47,108,71,147,3,5,2,67,47842
5000,ARI,LA,12,329,178,82,4,2,1,39,47842
5001,BUF,CHI,43,327,189,109,0,0,0,44,47843
5002,BAL,LV,33,335,16,193,3,1,2,60,47843
5003,BUF,CIN,18,158,124,48,2,3,2,13,47843
5004,SEA,CHI,46,263,193,156,2,9,1,82,47843
5005,DAL,LAC,48,358,178,176,4,7,1,53,47843
5006,JAX,GB,28,235,35,107,4,9,2,75,47843
5007,BUF,PIT,28,422,68,121,1,6,2,52,47843
5008,MIN,JAX,38,146,128,109,3,4,2,35,47843
5009,LAC,DET,49,42,192,177,0,5,1,7,47844
5010,NYG,JAX,45,6,8,178,0,0,2,94,47844
5011,PHI,CAR,40,212,120,171,3,6,2,96,47844
5012,HOU,SF,21,129,10,169,3,2,2,33,47844
5013,CIN,ATL,47,39,17,1,3,2,0,97,47844
5014,ATL,DAL,14,122,66,94,1,5,0,10,47844
5015,DAL,JAX,48,292,95,114,4,6,0,8,47844
5016,ARI,SF,29,219,29,134,0,6,1,45,47844
5017,WAS,CIN,31,163,59,176,3,1,0,46,47845
5018,SEA,LV,18,472,150,38,1,0,2,69,47845
5019,TB,SEA,47,169,42,60,1,1,2,16,47845
5020,KC,NE,18,233,38,142,4,2,2,41,47845
5021,BUF,ATL,26,317,149,51,3,9,1,38,47845
5022,IND,BUF,41,135,22,184,1,3,0,76,47845
5023,JAX,CIN,23,167,66,115,0,8,2,82,47845
5024,PIT,CHI,25,485,46,136,3,0,2,88,47845
5025,TB,SEA,29,32,128,35,3,7,0,77,47846
5026,BAL,KC,47,17,168,72,0,6,0,73,47846
5027,DEN,MIA,14,311,55,119,0,0,2,24,47846
5028,TB,NE,36,283,15,199,3,4,1,25,47846
5029,WAS,CLE,24,214,14,158,3,3,2,26,47846
5030,HOU,MIA,11,372,114,154,3,6,1,49,47846
5031,DAL,CHI,16,165,142,119,2,1,0,15,47846
5032,DAL,BAL,18,455,89,195,2,3,1,94,47846
5033,LAC,SEA,27,370,180,16,4,6,2,87,47847
5034,JAX,PHI,19,327,194,78,1,2,0,57,47847
5035,DAL,MIA,36,126,194,172,3,9,1,17,47847
5036,PIT,NE,43,4,0,57,3,2,0,1,47847
5037,GB,NYJ,24,376,64,41,4,5,1,47,47847
5038,LAC,HOU,30,58,42,172,0,7,0,39,47847
5039,PHI,NYG,46,7,105,149,4,2,0,87,47847
5040,CAR,LAC,33,306,153,38,4,9,2,15,47847
5041,BAL,BUF,31,118,134,73,2,2,2,0,47848
5042,HOU,MIA,15,380,45,42,3,9,0,52,47848
5043,HOU,NO,44,484,176,124,1,3,0,2,47848
5044,ARI,JAX,33,72,3,106,4,6,2,10,47848
5045,NE,DAL,34,326,48,157,0,4,0,38,47848
5046,TB,DEN,43,470,62,95,0,4,0,95,47848
5047,BAL,DET,33,166,136,116,3,6,2,41,47848
5048,ARI,CAR,28,428,195,87,4,9,0,16,47848
5049,TB,MIN,13,126,72,40,3,0,1,8,47849
5050,WAS,DEN,39,369,165,93,3,8,2,26,47849
5051,BAL,IND,22,467,189,124,0,1,2,93,47849
5052,CAR,ATL,33,483,137,50,0,6,0,14,47849
5053,NYG,MIN,16,160,86,26,3,8,1,15,47849
5054,NO,CAR,35,493,184,95,2,8,0,62,47849
5055,BUF,ATL,42,85,64,102,3,5,0,29,47849
5056,TB,NYG,46,439,108,76,0,4,1,59,47849
5057,NYG,CAR,42,365,42,1,3,9,2,13,47852
5058,ATL,BAL,10,420,52,12,0,5,1,86,47852
5059,IND,NO,38,170,94,4,2,7,1,7,47852
5060,LA,DEN,23,259,160,199,2,3,1,56,47852
5061,CLE,ARI,35,392,84,105,3,2,0,12,47852
5062,GB,DAL,49,84,3,190,4,6,1,74,47852
5063,SF,DEN,30,93,45,73,4,6,0,99,47852
5064,WAS,CLE,36,486,80,16,2,6,0,41,47852
5065,LA,TB,14,93,198,123,0,3,2,47,47853
5066,BUF,MIN,30,114,79,133,0,2,1,8,47853
5067,NE,SEA,32,431,82,82,1,3,2,42,47853
5068,DAL,CHI,44,76,24,128,2,5,0,68,47853
5069,HOU,LV,30,341,131,183,2,2,1,42,47853
5070,CIN,PHI,16,337,78,154,3,9,0,53,47853
5071,JAX,GB,37,340,165,10,2,6,0,35,47853
5072,ARI,SF,33,186,135,109,1,4,0,14,47853
5073,LV,BAL,43,75,189,120,2,3,2,6,47854
5074,SF,CIN,21,338,131,131,2,1,0,74,47854
5075,WAS,LA,24,222,139,28,2,0,1,89,47854
5076,ATL,HOU,29,386,58,70,2,1,2,99,47854
5077,CAR,CHI,47,83,99,191,0,4,1,59,47854
5078,NO,BAL,25,43,150,66,2,7,2,41,47854
5079,KC,LV,14,110,76,158,3,3,2,69,47854
5080,DEN,LV,41,367,17,185,4,4,1,72,47854
5081,CIN,PIT,16,473,103,75,3,6,2,76,47855
5082,CHI,GB,29,350,38,73,2,3,1,56,47855
5083,HOU,CAR,26,52,179,97,2,3,2,10,47855
5084,LV,NE,36,403,55,115,4,7,0,99,47855
5085,NO,BUF,34,367,33,19,3,1,1,50,47855
5086,PIT,CIN,34,461,172,186,3,5,2,44,47855
5087,BUF,DEN,35,172,156,171,0,2,1,59,47855
5088,LAC,LA,13,145,194,145,3,6,0,95,47855
5089,GB,NYG,37,56,3,115,0,0,0,52,47856
5090,PHI,CHI,30,153,165,116,0,5,0,95,47856
5091,DAL,MIN,28,128,67,97,0,9,1,81,47856
5092,WAS,NYJ,35,7,111,134,1,4,0,5,47856
5093,PHI,KC,48,371,139,167,3,0,1,42,47856
5094,NO,CIN,41,38,130,3,1,8,1,13,47856
5095,LA,PHI,12,231,61,105,3,2,2,23,47856
5096,NE,LAC,27,289,122,188,2,9,1,3,47856
5097,SF,NYJ,18,232,106,167,1,2,2,95,47857
5098,TEN,PHI,45,220,197,157,1,9,1,77,47857
5099,BUF,NYJ,29,200,51,163,4,2,2,24,47857
5100,SEA,KC,45,195,18,45,0,9,2,77,47857
5101,GB,LA,41,274,78,33,2,0,1,18,47857
5102,NYJ,IND,13,498,114,55,4,9,0,26,47857
5103,LA,TB,10,167,79,190,3,5,1,25,47857
5104,WAS,LAC,48,58,39,130,4,9,0,26,47857
5105,LAC,LV,48,422,96,4,0,9,2,15,47859
5106,DAL,BUF,22,46,151,175,1,8,2,0,47859
5107,MIA,CAR,38,397,76,21,3,7,0,82,47859
5108,IND,MIN,23,347,44,191,1,6,0,66,47859
5109,CHI,DAL,13,496,92,100,4,2,1,97,47859
5110,NYG,KC,41,495,83,11,2,0,2,54,47859
5111,ATL,LV,38,152,183,109,4,5,1,68,47859
5112,WAS,LA,18,128,184,34,0,8,1,70,47859
5113,NYJ,TB,39,107,34,25,3,5,1,24,47862
5114,CHI,PIT,27,250,65,13,4,6,1,92,47862
5115,SF,MIA,40,247,146,135,3,9,1,52,47862
5116,JAX,ARI,42,442,196,39,1,7,1,65,47862
5117,NYJ,KC,34,346,158,96,2,8,1,51,47862
5118,HOU,DAL,48,356,50,172,0,2,1,83,47862
5119,WAS,CAR,47,480,120,48,0,0,0,15,47862
5120,JAX,DET,22,61,165,125,1,2,1,37,47862
5121,HOU,NYG,34,476,117,106,3,5,2,86,47863
5122,IND,MIA,38,42,70,12,3,4,2,63,47863
5123,PIT,DEN,16,316,87,197,0,7,2,77,47863
5124,GB,DET,30,255,100,2,0,3,0,4,47863
5125,LAC,MIA,10,471,35,137,3,0,1,70,47863
5126,BUF,MIN,18,136,103,198,3,3,2,62,47863
5127,LA,CIN,18,43,66,61,2,3,0,90,47863
5128,HOU,DAL,14,167,52,30,4,9,1,38,47863
5129,BAL,IND,33,96,136,121,3,8,1,43,47864
5130,ARI,CLE,35,61,179,134,4,1,0,95,47864
5131,LAC,HOU,24,66,160,8,2,0,2,90,47864
5132,PHI,TEN,15,177,165,37,2,0,0,24,47864
5133,TEN,BAL,33,251,43,51,3,2,0,80,47864
5134,BAL,JAX,22,335,144,1,3,4,2,0,47864
5135,MIA,CAR,23,9,102,76,1,9,0,57,47864
5136,GB,BAL,43,234,161,182,0,4,2,91,47864
5137,NO,LA,24,491,52,123,2,1,2,24,47865
5138,DAL,MIN,12,42,88,135,1,8,1,83,47865
5139,HOU,NE,35,56,26,81,4,2,1,20,47865
5140,HOU,BUF,49,114,13,44,4,3,0,72,47865
5141,NYJ,DEN,17,486,195,131,2,9,1,93,47865
5142,ATL,PIT,13,139,169,97,4,6,1,88,47865
5143,MIA,CLE,12,469,43,34,1,2,2,90,47865
5144,NYG,DAL,35,410,166,25,1,6,0,61,47865
5145,NO,DEN,19,256,144,140,1,7,0,36,47867
5146,NE,CAR,30,449,185,152,2,1,0,18,47867
5147,KC,PHI,37,208,36,104,4,0,0,27,47867
5148,NYJ,NO,10,52,120,143,3,2,1,62,47867
5149,SF,LA,13,472,78,149,3,0,1,85,47867
5150,TB,JAX,39,130,121,36,1,2,2,24,47867
5151,TEN,SF,26,121,105,84,4,0,2,63,47867
5152,IND,NO,27,303,161,195,0,2,0,83,47867
5153,TB,NYJ,38,213,66,121,1,4,0,36,47870
5154,CLE,ATL,47,346,112,26,1,3,1,71,47870
5155,CIN,LV,20,473,142,123,0,8,0,4,47870
5156,PIT,BAL,37,153,98,9,4,8,2,66,47870
5157,BAL,CHI,21,147,60,5,0,5,1,76,47870
5158,TB,CLE,18,125,111,6,2,4,1,69,47870
5159,CLE,JAX,15,135,130,127,4,3,0,92,47870
5160,SEA,TB,42,160,2,192,0,3,1,49,47870
5161,CLE,HOU,47,269,136,107,0,3,2,64,47871
5162,MIA,TEN,46,236,6,160,0,7,0,99,47871
5163,SEA,LAC,18,410,191,148,2,1,1,34,47871
5164,TEN,DET,24,333,117,58,4,4,1,74,47871
5165,DET,TB,22,266,165,10,3,5,0,19,47871
5166,NYJ,NO,34,237,43,108,1,7,1,34,47871
5167,NYJ,DEN,16,279,97,198,0,5,0,70,47871
5168,BUF,PHI,21,481,86,100,3,1,0,84,47871
5169,TB,SF,10,425,133,170,4,7,1,73,47872
5170,CHI,BAL,40,102,166,26,1,3,0,71,47872
5171,KC,JAX,48,359,19,173,2,5,0,26,47872
5172,WAS,JAX,41,161,138,128,2,2,1,13,47872
5173,LV,DEN,14,317,143,154,4,8,1,62,47872
5174,ARI,WAS,17,168,15,98,0,5,0,69,47872
5175,IND,ARI,39,232,51,61,2,3,0,63,47872
5176,SEA,KC,44,128,137,114,3,0,1,69,47872
5177,PIT,LA,28,247,173,129,2,4,1,20,47873
5178,GB,TEN,26,25,71,9,4,2,2,57,47873
5179,PHI,NYJ,42,393,73,171,4,9,2,19,47873
5180,MIN,ARI,25,296,130,90,2,9,2,43,47873
5181,SF,WAS,46,325,62,164,0,4,1,54,47873
5182,TEN,TB,27,42,62,136,1,8,0,62,47873
5183,MIN,LA,28,366,93,52,0,6,1,7,47873
5184,TEN,DAL,33,167,113,122,4,2,2,57,47873
5185,LA,LAC,18,287,7,121,2,1,0,99,47874
5186,WAS,DEN,13,167,61,77,4,2,0,24,47874
5187,DAL,BUF,10,147,100,105,0,6,0,24,47874
5188,CLE,GB,28,348,85,157,3,9,2,64,47874
5189,SF,NYJ,46,318,26,177,1,5,2,74,47874
5190,CLE,NYJ,15,365,65,105,3,8,1,58,47874
5191,DET,KC,24,110,32,175,2,0,1,74,47874
5192,BUF,KC,18,240,77,43,1,0,1,82,47874
5193,SF,TB,22,491,166,74,2,7,2,74,47876
5194,KC,NYJ,39,412,58,2,4,9,2,74,47876
5195,SF,BAL,49,79,31,54,0,7,2,86,47876
5196,BUF,WAS,19,279,162,186,3,0,2,31,47876
5197,TB,LV,12,372,194,122,1,8,2,50,47876
5198,CAR,SEA,19,31,52,196,0,3,2,31,47876
5199,PIT,MIN,49,221,71,169,2,1,1,88,47876
5200,KC,SEA,22,259,111,138,3,2,2,17,47876
5201,LA,LV,34,204,21,100,3,7,0,95,47877
5202,NE,CHI,27,243,196,168,0,7,1,28,47877
5203,WAS,SF,10,429,67,8,0,0,2,90,47877
5204,DEN,SEA,13,115,78,116,0,2,0,42,47877
5205,DAL,GB,23,313,78,129,4,9,2,33,47877
5206,KC,MIA,38,368,148,55,1,0,1,44,47877
5207,TB,LV,15,59,109,188,3,7,2,18,47877
5208,PIT,NE,11,201,114,83,3,7,0,82,47877
5209,GB,DAL,23,170,182,96,0,0,1,66,47878
5210,TB,DAL,35,23,131,132,0,5,1,45,47878
5211,TB,NE,10,249,76,141,2,3,2,64,47878
5212,WAS,DET,39,424,160,196,3,7,0,46,47878
5213,DET,NE,39,306,153,49,0,4,0,19,47878
5214,MIN,CAR,46,203,81,95,4,6,1,10,47878
5215,NO,CHI,19,56,100,65,2,8,1,54,47878
5216,NYG,JAX,22,375,82,154,2,3,0,5,47878
5217,PIT,NO,27,8,154,105,0,3,1,78,47879
5218,GB,DET,25,106,66,75,2,6,0,39,47879
5219,GB,CIN,37,481,92,148,2,9,1,77,47879
5220,GB,NE,45,170,169,21,2,3,0,89,47879
5221,MIA,NE,24,319,91,15,1,5,1,32,47879
5222,TEN,CAR,13,186,79,10,4,3,2,14,47879
5223,CIN,CHI,20,143,63,156,3,8,0,69,47879
5224,TB,PHI,12,369,66,84,3,4,2,98,47879
5225,NYJ,HOU,45,450,84,129,3,0,0,52,47881
5226,DAL,PIT,18,258,49,198,0,7,0,11,47881
5227,SEA,PHI,28,149,81,138,1,1,0,85,47881
5228,BUF,CLE,32,475,90,29,3,8,1,85,47881
5229,BAL,CAR,45,16,81,100,4,4,2,4,47881
5230,ARI,PIT,11,445,50,126,2,0,2,32,47881
5231,NO,NE,39,397,64,101,3,3,0,27,47881
5232,TB,CHI,27,190,126,103,4,6,1,23,47881
5233,BAL,SEA,18,119,187,36,2,8,2,73,47882
5234,NYG,ATL,21,459,81,95,0,6,0,35,47882
5235,TB,BAL,12,271,150,92,3,9,2,43,47882
5236,DEN,KC,29,389,87,52,0,9,1,43,47882
5237,BAL,LAC,47,448,173,123,3,4,1,66,47882
5238,ATL,BUF,39,459,80,12,2,5,1,73,47882
5239,JAX,KC,28,412,37,186,4,9,0,9,47882
5240,CIN,DAL,29,173,13,126,1,2,0,69,47882
5241,NO,PIT,34,287,21,28,1,4,1,1,47884
5242,WAS,CAR,25,429,67,82,1,5,2,85,47884
5243,NYG,ARI,40,350,109,12,0,9,0,66,47884
5244,SF,DET,33,197,167,48,2,6,1,31,47884
5245,DEN,TEN,27,317,154,144,3,9,2,98,47884
5246,DAL,ARI,12,371,112,47,1,4,1,97,47884
5247,JAX,LV,21,388,135,14,2,3,2,64,47884
5248,MIA,GB,11,322,36,21,3,0,1,47,47884
5249,ARI,PIT,10,134,198,129,3,6,0,97,47885
5250,DEN,MIA,10,477,171,104,0,9,2,46,47885
5251,SEA,NYG,15,196,48,68,1,2,2,77,47885
5252,NO,BUF,19,284,14,103,2,7,1,93,47885
5253,ATL,LV,27,213,53,193,4,5,1,79,47885
5254,CAR,DEN,32,320,119,5,0,6,2,95,47885
5255,CIN,ATL,38,297,40,84,0,5,0,58,47885
5256,CHI,NO,26,391,65,26,3,2,0,98,47885
5257,GB,NYJ,17,86,133,88,0,0,2,78,47888
5258,WAS,NYG,42,274,180,135,3,4,2,81,47888
5259,NE,CHI,44,197,155,109,4,5,2,98,47888
5260,CHI,DAL,34,254,103,154,2,5,1,27,47888
5261,CLE,NYG,23,483,78,168,4,7,2,49,47888
5262,KC,ATL,16,5,103,91,2,9,2,83,47888
5263,SF,MIN,24,301,123,108,4,0,0,2,47888
5264,LAC,WAS,34,29,49,144,4,1,0,59,47888
5265,CIN,DAL,27,380,34,58,3,5,1,17,47889
5266,LA,DAL,35,159,157,3,2,4,2,54,47889
5267,DAL,SEA,30,93,129,138,3,6,1,41,47889
5268,SF,CIN,25,173,165,154,1,0,1,99,47889
5269,IND,LV,21,4,131,14,1,4,1,10,47889
5270,PHI,DET,38,92,58,10,2,1,0,96,47889
5271,SEA,JAX,39,253,33,24,3,6,0,31,47889
5272,DET,KC,22,76,141,129,1,4,1,64,47889
5273,PIT,JAX,38,474,144,20,0,6,2,89,47890
5274,PIT,IND,37,140,1,3,1,2,2,50,47890
5275,DAL,CHI,25,34,95,126,4,7,0,47,47890
5276,LAC,SF,47,96,141,55,3,3,2,47,47890
5277,WAS,CAR,26,492,87,167,4,5,1,31,47890
5278,CAR,ARI,33,311,180,41,4,9,0,24,47890
5279,TEN,JAX,32,413,100,117,3,8,0,61,47890
5280,NYJ,BUF,31,73,190,86,1,1,2,38,47890
5281,LA,DET,44,463,18,148,1,9,0,79,47891
5282,LA,TB,30,405,187,152,2,5,0,50,47891
5283,GB,BUF,43,356,131,85,4,0,1,53,47891
5284,NE,ARI,19,178,110,170,1,5,2,26,47891
5285,CAR,TEN,21,48,13,51,2,6,1,93,47891
5286,CIN,MIA,16,95,75,93,3,0,1,15,47891
5287,PIT,DET,24,72,173,44,1,8,0,93,47891
5288,BAL,JAX,27,35,65,143,1,9,2,36,47891
5289,ATL,TEN,10,480,98,175,2,9,2,46,47896
5290,CAR,BAL,10,154,167,59,4,6,2,64,47896
5291,LAC,ARI,47,331,131,123,0,4,2,53,47896
5292,PHI,ATL,35,198,135,164,4,7,2,35,47896
5293,GB,SEA,48,5,54,108,3,3,2,64,47896
5294,CHI,LAC,31,419,121,32,3,8,0,39,47896
5295,ATL,CHI,43,448,168,86,1,4,2,36,47896
5296,PIT,LV,24,117,7,71,3,7,1,69,47896
5297,TB,BUF,25,78,157,104,0,5,0,68,47899
5298,NYJ,SF,26,396,29,37,1,3,0,48,47899
5299,DAL,LAC,30,391,18,16,0,9,2,61,47899
5300,CLE,BAL,28,382,151,118,1,1,1,81,47899
5301,PIT,CIN,32,364,177,20,0,5,0,97,47899
5302,WAS,CLE,26,243,8,70,1,9,0,73,47899
5303,JAX,SEA,27,155,68,144,3,2,2,79,47899
5304,NYJ,TB,12,44,176,20,4,3,0,85,47899
5305,HOU,NYG,42,89,104,154,2,2,0,71,47900
5306,JAX,TB,21,34,65,40,2,2,1,68,47900
5307,DEN,ARI,20,261,112,79,3,7,2,46,47900
5308,GB,TEN,39,259,98,158,1,4,2,55,47900
5309,NYJ,ATL,38,443,163,41,3,5,1,31,47900
5310,MIA,TEN,46,404,116,103,3,3,1,54,47900
5311,LA,PIT,22,365,173,149,2,0,0,70,47900
5312,IND,DAL,37,5,154,159,0,6,2,86,47900
5313,CAR,TEN,10,401,192,88,4,5,1,88,47906
5314,CHI,LAC,15,23,87,146,3,9,0,25,47906
5315,HOU,DET,20,474,80,133,1,8,1,16,47906
5316,KC,GB,16,37,186,69,4,0,2,93,47906
5317,MIA,NYJ,24,342,193,62,1,2,0,24,47906
5318,HOU,BUF,23,438,1,81,2,6,2,21,47906
5319,IND,GB,34,440,86,145,1,9,0,36,47906
5320,ARI,DEN,33,411,65,120,1,3,2,61,47906
5321,LA,DAL,41,19,136,45,3,9,1,49,47907
5322,DEN,IND,42,351,89,98,3,4,1,79,47907
5323,CAR,NO,41,463,148,150,1,2,1,14,47907
5324,JAX,BUF,16,214,134,175,3,0,1,14,47907
5325,HOU,LA,27,2,44,152,3,5,2,46,47907
5326,DEN,DET,42,326,171,34,0,0,0,92,47907
5327,CHI,DEN,22,135,8,79,1,1,0,68,47907
5328,IND,BUF,26,449,156,136,4,6,2,36,47907
5329,PIT,LA,18,354,8,18,1,6,2,83,47911
5330,MIA,PIT,19,310,53,77,3,3,2,5,47911
5331,BAL,MIA,24,198,5,196,2,9,0,19,47911
5332,KC,SEA,43,58,149,6,0,0,1,77,47911
5333,DAL,MIN,37,24,134,104,0,8,2,46,47911
5334,CLE,NO,37,290,93,16,3,5,2,40,47911
5335,LV,HOU,17,442,25,128,3,2,2,94,47911
5336,LA,PHI,42,127,79,160,3,0,1,53,47911
5337,MIA,DAL,18,22,170,11,2,3,1,1,47913
5338,TB,PHI,49,362,106,72,2,1,1,39,47913
5339,NE,NYG,26,118,9,175,2,4,2,9,47913
5340,DET,IND,45,417,147,54,4,3,2,11,47913
5341,LV,MIA,11,1,11,113,3,2,0,50,47913
5342,JAX,IND,16,156,79,147,2,7,1,56,47913
5343,BAL,CIN,17,326,69,135,2,5,2,85,47913
5344,MIN,CIN,47,490,138,87,1,1,2,77,47913
5345,BUF,GB,45,153,40,2,0,6,1,12,47915
5346,LAC,WAS,41,210,171,159,2,8,1,92,47915
5347,MIA,BUF,30,167,119,92,4,1,2,6,47915
5348,NE,NYG,10,76,124,67,1,3,1,39,47915
5349,NYJ,TB,38,382,6,86,0,8,0,56,47915
5350,SF,SEA,39,194,191,41,3,5,0,45,47915
5351,CLE,PIT,38,69,83,18,2,1,1,94,47915
5352,NYG,KC,42,276,34,188,4,4,1,49,47915
5353,LAC,CIN,45,199,145,7,2,0,1,7,47917
5354,MIA,IND,36,281,117,36,2,2,1,62,47917
5355,IND,ATL,19,179,14,82,2,1,0,21,47917
5356,DEN,TB,40,473,83,108,3,3,0,41,47917
5357,NO,NE,26,226,181,70,3,8,2,20,47917
5358,BAL,TEN,39,448,154,119,3,1,0,14,47917
5359,CAR,SF,44,226,147,52,4,3,2,16,47917
5360,JAX,WAS,32,327,182,100,4,6,0,14,47917
5361,DEN,DAL,41,316,34,160,2,9,2,2,47918
5362,KC,LV,37,172,38,155,0,9,0,39,47918
5363,DET,CLE,20,10,93,184,4,1,0,15,47918
5364,SF,PHI,18,376,23,161,3,7,2,28,47918
5365,MIA,DAL,41,415,175,96,3,5,0,88,47918
5366,NE,CLE,23,493,22,144,4,2,0,45,47918
5367,GB,ARI,20,135,94,132,3,6,2,78,47918
5368,LV,CIN,36,214,119,170,0,2,2,29,47918
5369,DAL,NYG,49,426,22,16,3,6,1,63,47920
5370,BAL,SF,37,391,81,63,2,4,1,42,47920
5371,JAX,ATL,15,205,192,129,3,3,0,68,47920
5372,NYG,NO,15,30,68,99,2,0,0,65,47920
5373,NE,JAX,35,7,153,46,1,7,1,80,47920
5374,NE,SEA,46,177,92,53,3,5,1,44,47920
5375,SF,DEN,42,409,61,37,0,5,1,89,47920
5376,IND,HOU,17,215,15,188,2,5,0,37,47920
5377,IND,CIN,39,91,27,109,0,9,2,33,47922
5378,DAL,PIT,28,218,128,13,1,1,0,54,47922
5379,DAL,NYJ,46,369,46,96,1,0,1,74,47922
5380,TEN,CIN,13,138,144,143,2,3,1,62,47922
5381,PIT,ATL,39,32,118,107,3,6,1,23,47922
5382,SF,SEA,21,134,113,125,3,2,2,80,47922
5383,NYG,NO,13,402,166,121,1,3,2,13,47922
5384,WAS,BUF,43,275,135,111,4,0,2,45,47922
5385,IND,TEN,33,299,118,84,3,1,0,32,47924
5386,JAX,TEN,10,74,99,95,1,2,1,35,47924
5387,CAR,NE,33,62,40,110,4,0,1,27,47924
5388,LV,LAC,14,262,82,152,0,6,0,13,47924
5389,NO,IND,22,284,35,93,2,3,2,25,47924
5390,SF,LA,46,369,111,45,1,4,0,56,47924
5391,NYJ,CHI,26,36,78,133,4,3,1,99,47924
5392,NYG,GB,43,168,154,193,2,5,1,76,47924
5393,JAX,HOU,43,86,34,94,1,1,2,81,47929
5394,CLE,CIN,41,366,130,59,2,7,1,14,47929
5395,TB,KC,13,440,187,28,1,4,0,15,47929
5396,NYG,SF,49,383,34,92,3,6,0,74,47929
5397,CIN,MIN,16,350,104,10,0,4,2,36,47929
5398,PIT,NE,26,227,138,151,3,9,1,16,47929
5399,LV,SEA,13,373,55,183,4,5,0,52,47929
5400,DET,LV,42,209,119,114,4,6,2,74,47929
5401,KC,CIN,27,302,115,192,2,8,2,8,47931
5402,HOU,NYJ,30,232,169,93,1,7,2,9,47931
5403,BUF,LV,46,236,81,150,1,8,2,98,47931
5404,CIN,LAC,29,368,164,49,3,8,2,32,47931
5405,BUF,SEA,15,248,27,70,2,1,1,29,47931
5406,NO,HOU,27,97,115,151,0,7,2,82,47931
5407,IND,HOU,11,45,155,78,3,0,1,58,47931
5408,CAR,NE,26,418,165,198,0,6,0,32,47931
5409,NE,MIA,49,372,160,89,0,6,2,8,47932
5410,MIA,SEA,33,479,22,133,1,9,2,19,47932
5411,NYJ,MIA,23,116,188,183,4,5,1,96,47932
5412,CLE,BAL,31,246,178,147,3,4,1,18,47932
