nflId,name,position,age,height,weight,team_name,team_id
53555,Chuba Hubbard,RB,,73,207,CAR,3
53556,Kylen Granson,TE,,75,235,IND,30
53557,Dan Moore,T,,77,315,PIT,23
53558,Jaelon Darden,WR,,69,174,TB,32
53560,Tylan Wallace,WR,,72,190,BAL,18
53561,Tommy Togiai,DT,,74,300,CLE,19
53564,Rashad Weaver,OLB,,77,270,TEN,14
53565,Marco Wilson,CB,,71,191,ARI,11
53571,Royce Newman,T,,77,305,GB,27
53574,Luke Farrell,TE,,78,258,JAX,20
53576,Brevin Jordan,TE,,75,245,HOU,7
53577,Ta'Quon Graham,DE,,76,285,ATL,2
53579,Kenneth Gainwell,RB,,71,191,PHI,29
53580,Larry Borom,T,,78,332,CHI,4
53581,Caden Sterns,FS,,73,205,DEN,25
53583,Michael Carter,CB,,70,190,NYJ,9
53591,Noah Gray,TE,,76,240,KC,17
53592,Darrick Forrest,SS,,72,200,WAS,10
53596,Nate Hobbs,CB,,72,195,LV,26
53601,Deommodore Lenoir,CB,,71,202,SF,24
53602,Tedarrell Slaton,DT,,77,340,GB,27
53608,Simi Fehoko,WR,,76,227,DAL,15
53609,Talanoa Hufanga,SS,,73,215,SF,24
53611,Adetokunbo Ogundeji,OLB,,76,268,ATL,2
53612,Avery Williams,RB,,69,195,ATL,2
53618,Marlon Tuipulotu,DT,,75,305,PHI,29
53621,Quinton Bohanna,DT,,77,355,DAL,15
53623,Elijah Mitchell,RB,,71,221,SF,24
53624,Roy Lopez,DT,,74,318,HOU,7
53633,Shi Smith,WR,,70,190,CAR,3
53639,Victor Dimukeje,OLB,,75,265,ARI,11
53640,Demetric Felton,RB,,69,185,CLE,19
53645,Quincy Roche,OLB,,75,232,NYG,22
53646,Khalil Herbert,RB,,69,212,CHI,4
53649,Isaiah McDuffie,ILB,,73,224,GB,27
53655,Trey Smith,G,,78,325,KC,17
53658,Mike Strachan,WR,,77,205,IND,30
53661,Phil Hoskins,DT,,77,280,CAR,3
53663,Patrick Johnson,ILB,,74,251,PHI,29
53667,Matt Farniok,G,,78,330,DAL,15
53668,Jonathon Cooper,OLB,,76,257,DEN,25
53674,Tre Norwood,FS,,72,180,PIT,23
53675,Shaka Toney,DE,,75,252,WAS,10
53678,Ben Skowronek,WR,,75,220,LA,1
53687,Dax Milne,WR,,73,190,WAS,10
53707,Tim Jones,WR,,73,202,JAX,20
53712,Michael Dwumfour,DT,,74,282,HOU,7
53727,Devery Hamilton,T,,81,310,NYG,22
53739,Shane Zylstra,TE,,77,215,DET,6
53861,Robert Jones,G,,77,330,MIA,8
53896,Tory Carter,FB,,72,244,TEN,14
53932,Adam Prentice,FB,,72,245,NO,21
53946,Jack Stoll,TE,,76,260,PHI,29
53959,Brock Wright,TE,,76,255,DET,6
54466,Travon Walker,OLB,,77,275,JAX,20
54467,Aidan Hutchinson,DE,,78,265,DET,6
54468,Derek Stingley,CB,,73,195,HOU,7
54469,Ahmad Gardner,CB,,75,200,NYJ,9
54471,Ikem Ekwonu,T,,76,320,CAR,3
54472,Evan Neal,T,,79,360,NYG,22
54473,Drake London,WR,,77,210,ATL,2
54474,Charles Cross,T,,77,310,SEA,16
54475,Garrett Wilson,WR,,72,192,NYJ,9
54476,Chris Olave,WR,,73,185,NO,21
54478,Jordan Davis,DT,,78,340,PHI,29
54479,Kyle Hamilton,FS,,76,220,BAL,18
54480,Kenyon Green,G,,76,325,HOU,7
54481,Jahan Dotson,WR,,71,182,WAS,10
54482,Zion Johnson,G,,75,305,LAC,12
54483,Treylon Burks,WR,,75,225,TEN,14
54486,Trent McDuffie,CB,,71,195,KC,17
54487,Quay Walker,ILB,,76,240,GB,27
54488,Kaiir Elam,CB,,74,196,BUF,28
54489,Tyler Smith,T,,78,332,DAL,15
54490,Tyler Linderbaum,C,,75,290,BAL,18
54491,Jermaine Johnson,DE,,76,260,NYJ,9
54492,Devin Lloyd,ILB,,75,235,JAX,20
54493,Devonte Wyatt,DT,,75,315,GB,27
54494,Cole Strange,G,,78,301,NE,31
54495,George Karlaftis,DE,,76,275,KC,17
54496,Dax Hill,FS,,72,192,CIN,5
54498,Logan Hall,DE,,78,275,TB,32
54499,Christian Watson,WR,,77,208,GB,27
54500,Roger McCreary,CB,,72,188,TEN,14
54501,Breece Hall,RB,,73,220,NYJ,9
54502,Jalen Pitre,FS,,72,200,HOU,7
54503,Arnold Ebiketie,OLB,,75,256,ATL,2
54504,Kyler Gordon,CB,,72,195,CHI,4
54505,Boye Mafe,OLB,,76,265,SEA,16
54508,Wan'Dale Robinson,WR,,71,185,NYG,22
54512,Phidarian Mathis,DT,,76,312,WAS,10
54513,Jaquan Brisker,SS,,73,202,CHI,4
54517,George Pickens,WR,,75,200,PIT,23
54518,Alec Pierce,WR,,75,213,IND,30
54519,Skyy Moore,WR,,70,195,KC,17
54521,Sam Williams,DE,,76,265,DAL,15
54522,Luke Goedeke,G,,77,310,TB,32
54524,Ed Ingram,G,,76,295,MIN,13
54526,Drake Jackson,DE,,76,250,SF,24
54527,Bryan Cook,SS,,73,210,KC,17
54528,James Cook,RB,,71,190,BUF,28
54530,Luke Fortner,C,,78,300,JAX,20
54532,Joshua Ezeudu,G,,76,325,NYG,22
54533,Martin Emerson,CB,,74,200,CLE,19
54534,Nicholas Petit-Frere,T,,77,310,TEN,14
54535,Chad Muma,ILB,,75,242,JAX,20
54537,Abraham Lucas,T,,79,319,SEA,16
54538,Jelani Woods,TE,,79,265,IND,30
54542,Bernhard Raimann,T,,79,305,IND,30
54543,Alex Wright,DE,,79,270,CLE,19
54548,Nakobe Dean,ILB,,72,225,PHI,29
54549,DeMarvin Leal,DE,,76,290,PIT,23
54550,Marcus Jones,CB,,68,185,NE,31
54552,Cameron Thomas,OLB,,77,270,ARI,11
54555,Dylan Parham,G,,75,285,LV,26
54556,Rachaad White,RB,,74,210,TB,32
54560,Zach Carter,DT,,76,290,CIN,5
54561,Nick Cross,SS,,73,215,IND,30
54564,David Bell,WR,,74,205,CLE,19
54568,Leo Chenal,OLB,,74,261,KC,17
54571,Cade Otton,TE,,77,250,TB,32
54572,Dameon Pierce,RB,,70,215,HOU,7
54573,Perrion Winfrey,DT,,75,290,CLE,19
54574,Coby Bryant,CB,,73,198,SEA,16
54576,Max Mitchell,T,,78,299,NYJ,9
54577,Daniel Bellinger,TE,,78,255,NYG,22
54578,Percy Butler,FS,,72,191,WAS,10
54582,Micheal Clemons,DE,,77,270,NYJ,9
54583,Akayleb Evans,CB,,74,193,MIN,13
54584,Jalyn Armour-Davis,CB,,73,192,BAL,18
54586,Jack Jones,CB,,71,170,NE,31
54594,Jake Ferguson,TE,,77,250,DAL,15
54596,Hassan Haskins,RB,,73,220,TEN,14
54597,Romeo Doubs,WR,,74,200,GB,27
54599,Spencer Burford,G,,77,295,SF,24
54600,Joshua Williams,CB,,75,197,KC,17
54601,Cordell Volson,G,,79,310,CIN,5
54604,Isaiah Likely,TE,,76,240,BAL,18
54605,Zach Tom,T,,77,295,GB,27
54606,Damarion Williams,CB,,69,180,BAL,18
54608,Chigoziem Okonkwo,TE,,75,250,TEN,14
54611,Micah McFadden,ILB,,74,232,NYG,22
54612,D.J. Davidson,DT,,77,325,NYG,22
54618,Tariq Woolen,CB,,76,205,SEA,16
54624,Eric Johnson,DT,,77,298,IND,30
54625,Otito Ogbonnia,DT,,76,320,LAC,12
54628,Kyle Philips,WR,,71,191,TEN,14
54633,Braxton Jones,T,,79,310,CHI,4
54637,Samuel Womack,CB,,70,187,SF,24
54639,Dominique Robinson,DE,,76,256,CHI,4
54644,Kingsley Enagbare,OLB,,76,270,GB,27
54650,Christian Benford,CB,,73,205,BUF,28
54653,Malcolm Rodriguez,ILB,,71,225,DET,6
54668,Trestan Ebner,RB,,70,205,CHI,4
54671,Matt Henningsen,DE,,75,291,DEN,25
54673,Connor Heyward,TE,,72,230,PIT,23
54680,Lecitus Smith,C,,75,315,ARI,11
54683,Ko Kieft,TE,,77,265,TB,32
54698,Dareke Young,WR,,75,210,SEA,16
54703,Thayer Munford,T,,78,315,LV,26
54708,Jaylen Watson,CB,,75,204,KC,17
54709,Christian Matthew,CB,,76,200,ARI,11
54716,Isiah Pacheco,RB,,71,215,KC,17
54725,Zander Horvath,RB,,75,230,LAC,12
54750,Keir Thomas,OLB,,74,275,LA,1
54784,Jake Tonges,TE,,77,240,CHI,4
54846,Armani Rogers,TE,,77,227,WAS,10
54905,Jaylen Warren,RB,,68,225,PIT,23
54936,Kader Kohou,CB,,69,187,MIA,8
55032,Tomon Fox,OLB,,75,260,NYG,22
55042,Troy Hairston,FB,,71,245,HOU,7
55045,Kurt Hinish,DT,,73,296,HOU,7
55105,Luke Masterson,OLB,,73,220,LV,26
55158,Dennis Houston,WR,,74,205,DAL,15
55173,Timmy Horne,DT,,77,321,ATL,2
