nflId,name,position,age,height,weight,team_name
54503,Arnold Ebiketie,OLB,,75,256,ATL
54504,Kyler Gordon,CB,,72,195,CHI
54505,Boye Mafe,OLB,,76,265,SEA
54508,Wan'Dale Robinson,WR,,71,185,NYG
54512,Phidarian Mathis,DT,,76,312,WAS
54513,Jaquan Brisker,SS,,73,202,CHI
54517,George Pickens,WR,,75,200,PIT
54518,Alec Pierce,WR,,75,213,IND
54519,Skyy Moore,WR,,70,195,KC
54521,Sam Williams,DE,,76,265,DAL
54522,Luke Goedeke,G,,77,310,TB
54524,Ed Ingram,G,,76,295,MIN
54526,Drake Jackson,DE,,76,250,SF
54527,Bryan Cook,SS,,73,210,KC
54528,James Cook,RB,,71,190,BUF
54530,Luke Fortner,C,,78,300,JAX
54532,Joshua Ezeudu,G,,76,325,NYG
54533,Martin Emerson,CB,,74,200,CLE
54534,Nicholas Petit-Frere,T,,77,310,TEN
54535,Chad Muma,ILB,,75,242,JAX
54537,Abraham Lucas,T,,79,319,SEA
54538,Jelani Woods,TE,,79,265,IND
54542,Bernhard Raimann,T,,79,305,IND
54543,Alex Wright,DE,,79,270,CLE
54548,Nakobe Dean,ILB,,72,225,PHI
54549,DeMarvin Leal,DE,,76,290,PIT
54550,Marcus Jones,CB,,68,185,NE
54552,Cameron Thomas,OLB,,77,270,ARI
54555,Dylan Parham,G,,75,285,LV
54556,Rachaad White,RB,,74,210,TB
54560,Zach Carter,DT,,76,290,CIN
54561,Nick Cross,SS,,73,215,IND
54564,David Bell,WR,,74,205,CLE
54568,Leo Chenal,OLB,,74,261,KC
54571,Cade Otton,TE,,77,250,TB
54572,Dameon Pierce,RB,,70,215,HOU
54573,Perrion Winfrey,DT,,75,290,CLE
54574,Coby Bryant,CB,,73,198,SEA
54576,Max Mitchell,T,,78,299,NYJ
54577,Daniel Bellinger,TE,,78,255,NYG
54578,Percy Butler,FS,,72,191,WAS
54582,Micheal Clemons,DE,,77,270,NYJ
54583,Akayleb Evans,CB,,74,193,MIN
54584,Jalyn Armour-Davis,CB,,73,192,BAL
54586,Jack Jones,CB,,71,170,NE
54594,Jake Ferguson,TE,,77,250,DAL
54596,Hassan Haskins,RB,,73,220,TEN
54597,Romeo Doubs,WR,,74,200,GB
54599,Spencer Burford,G,,77,295,SF
54600,Joshua Williams,CB,,75,197,KC
54601,Cordell Volson,G,,79,310,CIN
54604,Isaiah Likely,TE,,76,240,BAL
54605,Zach Tom,T,,77,295,GB
54606,Damarion Williams,CB,,69,180,BAL
54608,Chigoziem Okonkwo,TE,,75,250,TEN
54611,Micah McFadden,ILB,,74,232,NYG
54612,D.J. Davidson,DT,,77,325,NYG
54618,Tariq Woolen,CB,,76,205,SEA
54624,Eric Johnson,DT,,77,298,IND
54625,Otito Ogbonnia,DT,,76,320,LAC
54628,Kyle Philips,WR,,71,191,TEN
54633,Braxton Jones,T,,79,310,CHI
54637,Samuel Womack,CB,,70,187,SF
54639,Dominique Robinson,DE,,76,256,CHI
54644,Kingsley Enagbare,OLB,,76,270,GB
54650,Christian Benford,CB,,73,205,BUF
54653,Malcolm Rodriguez,ILB,,71,225,DET
54668,Trestan Ebner,RB,,70,205,CHI
54671,Matt Henningsen,DE,,75,291,DEN
54673,Connor Heyward,TE,,72,230,PIT
54680,Lecitus Smith,C,,75,315,ARI
54683,Ko Kieft,TE,,77,265,TB
54698,Dareke Young,WR,,75,210,SEA
54703,Thayer Munford,T,,78,315,LV
54708,Jaylen Watson,CB,,75,204,KC
54709,Christian Matthew,CB,,76,200,ARI
54716,Isiah Pacheco,RB,,71,215,KC
54725,Zander Horvath,RB,,75,230,LAC
54750,Keir Thomas,OLB,,74,275,LA
54784,Jake Tonges,TE,,77,240,CHI
54846,Armani Rogers,TE,,77,227,WAS
54905,Jaylen Warren,RB,,68,225,PIT
54936,Kader Kohou,CB,,69,187,MIA
55032,Tomon Fox,OLB,,75,260,NYG
55042,Troy Hairston,FB,,71,245,HOU
55045,Kurt Hinish,DT,,73,296,HOU
55105,Luke Masterson,OLB,,73,220,LV
55158,Dennis Houston,WR,,74,205,DAL
55173,Timmy Horne,DT,,77,321,ATL
